headword,headword_raw,translation
შანქარი,Sanqari,sugar
ზესქვი,zesqvi,"thrush, blackbird"
შაშხი,SaSxi,smoked meat
მებარაფა,mebarafa,to blow
ოკოონჯუაფა,okoonjuafa,to darken
მინობიჯგაფა,minobijgafa,to enter
მოსკუაფა,moskuafa,to tie
გობინუა,gobinua,to pin up
ფურკიშ,furkiS,to smoke
ხართუა,xarTua,to bind
შეცოდაფა,Secodafa,to pity
გორაფა,gorafa,to curse
შეგირდი,Segirdi,pupil
სნება,sneba,to become aware of smth
ფსენიერი,fsenieri,conscious
გაქეზება,gaqezeba,to encourage
შედავება,Sedaveba,to object
შედარება,Sedareba,to compare
შქურინაფა,Squrinafa,to waver
შეინწრება,Seinwreba,to oppress
ეფშაფა,efSafa,to fill
შეზიზღება,SezizReba,to disgust
მერდუალა,merduala,to merge
მერზიალაფა,merzialafa,to offer
მორაგადება,moragadeba,to agree
მოტიბაფა,motibafa,to warm
შეთვალიერება,SeTvaliereba,to glance
შეთვისება,SeTviseba,to get used to
შეკამათუა,SekamaTua,to quarrel
შეხირზება,Sexirzeba,to give shelter
ზადუა,zadua,to garnish
კირუა,kirua,to bunch
შელორსა,Selorsa,to do the conjuration
უკული,ukuli,after
შემთხვევა,SemTxveva,accident
შემთხვევითი,SemTxveviTi,random
დამორჩილი,damorCili,autumn
თოლიშ,ToliS,to notice
მეჩილათირი,meCilaTiri,mistaken
ჭვილი,Wvili,roast
გეტება,geteba,to maintain
სქანი,sqani,your
ძირაფა,Zirafa,to notice
დაპირება,dapireba,to promise
ჭოფუა,Wofua,to capture
ხოლაფა,xolafa,to mix
მოჸონაფა,moYonafa,to marry
შერიგა,Seriga,to reconcile
ონჯღორეშ,onjRoreS,to disgrace
ძვალტახილი,Zvaltaxili,disgraced
შესამჩნევი,SesamCnevi,noticeable
შესანდობარი,Sesandobari,toast of remembrance
შესაწირი,Sesawiri,donation
მიოჯინალი,miojinali,"to be seen, to be looked at"
მიკართაფუ,mikarTafu,turn-off
დიშართაფუ,diSarTafu,turn-off
მინოხორაფა,minoxorafa,to move in
მოსვანჯება,mosvanjeba,to rest/have rest
შერსულება,Sersuleba,to perform
გიშაჸიდირი,giSaYidiri,to purchase
უანჯარე,uanjare,unarmed
უზადუ,uzadu,unseasoned food
შეფასება,Sefaseba,to estimate
იშაღობუა,iSaRobua,to fence
შეჸოროფება,SeYorofeba,to fall in love
ჸოროფილი,Yorofili,"sweetheart, smb. in love"
დიშქა,diSqa,firewood
შქურინაფა,Squrinafa,to startle
შეშალება,SeSaleba,to hinder
შეხარბება,Sexarbeba,to envy
განდება,gandeba,to complain
მეჩილითაფა,meCiliTafa,"to mislead, to seduce"
შეცთომა,SecToma,error
მეჩილათა,meCilaTa,to err
ცოდაშ,codaS,to sin
შეცოდაფა,Secodafa,to feel sorry
შეწამაფა,Sewamafa,to start mourning
შეძინება,SeZineba,to acquire will acquire
დოწამალუა,dowamalua,to apply pesticide
შეწირუა,Sewirua,to sacrifice
პატიება,patieba,to pardon
მეჯინა,mejina,to look at
ლუანს,luans,2. to meet (will make
გოკირუა,gokirua,to wrap up smth. for smb
გოშინა,goSina,to remind
შველება,Sveleba,relief
შველება,Sveleba,to help
სქვერი,sqveri,"roe, roe deer"
სისქვამე,sisqvame,to beautify
შქვითოში,SqviToSi,seven hundred
შქვითი,SqviTi,seven
მესკუალაფა,meskualafa,to adopt
მოთაშმორთელი,moTaSmorTeli,great-grandchild
სქუა,squa,child
მოთა,moTa,grandchild
სკუაჸონერი,skuaYoneri,adopted child
რჩვია,rCvia,oat
ძე,Ze,descendant
დინახალე,dinaxale,inside
დინახალენი,dinaxaleni,internal
შიგანი,Sigani,"entrails, internals"
შქირენა,Sqirena,hunger
ჸუდეს,Yudes,at home
დინორჩინელი,dinorCineli,spinster
წაშალება,waSaleba,to delete
ლეკი,leki,silt
ლექი,leqi,silt
ხალა,xala,Christmas
შქას,Sqas,between
შორს,Sors,far
ფა,fa,layer
შარშალი,SarSali,rustle
ფაჩალი,faCali,rustle
სქირაფა,sqirafa,to dry
ხანდა,xanda,to work
უჭკუო,uWkuo,stupid
ნოჸელა,noYela,branch
შქა,Sqa,middle
შქაგური,Sqaguri,midst
შქაბანი,Sqabani,midst
შქადღა,SqadRa,midday
ოშქარი,oSqari,middle
შქაკითი,SqakiTi,middle-finger
შქაკოჩი,SqakoCi,mediator
მედიატორობა,mediatoroba,mediation
შქასერი,Sqaseri,midnight
კებურიშ,keburiS,burnt fire in the middle of a dwelling
შუფი,Sufi,spear
ჸვა,Yva,forehead
შქურდუმი,Squrdumi,slingshot
ტაბიკუა,tabikua,hostility
სარკე,sarke,glass material
ჩანგრება,Cangreba,to oppress
შესმინება,Sesmineba,to inculcate in
ქიმინუა,qiminua,to commit
ჭა,Wa,straw
ეკოსქილადა,ekosqilada,to fall behind
ბირგულიშ,birguliS,to kneel
წანწარება,wanwareba,to spoil one's pleasure
გეროწკუა,gerowkua,to line up
ჩანაფირქი,Canafirqi,intention
დინოჭარილი,dinoWarili,record
რჩიფი,rCifi,fork
ფორუა,forua,to absorb
ჩვაჩვინი,CvaCvini,to drag
ოხურჩინაია,oxurCinaia,waterfall
თოლიშ,ToliS,to wink
ჩაპუტკუნებული,Caputkunebuli,fatty
ჩაპუსკუნებული,Capuskunebuli,fatty
ჩარხუა,Carxua,to grind via using a lathe
ჩარხი,Carxi,lathe
ყურსალუა,yursalua,to ambush
ჩვათუა,CvaTua,"to plunge into, to stick in bog"
რჩქინა,rCqina,to be visible
წკირუა,wkirua,to chop
ჩვევა,Cveva,habit
მერჩქვანა,merCqvana,to accustom to
ჩქი,Cqi,we
ძირაფა,Zirafa,to show
ჩქინობური,Cqinoburi,peculiar to us
ჩქინი,Cqini,our
ვითოშქვითი,viToSqviTi,seventeen
ყოყო,yoyo,baby
ჩქიჩქუ,CqiCqu,baby
ყალიონი,yalioni,pipe
ჩივლება,Civleba,to complain
მაშხალა,maSxala,torch
ჩილა,Cila,dried fruit
ჩირქი,Cirqi,pus
ჩიტი,Citi,bird
ჩორქო,Corqo,hoof
ჸვებერია,Yveberia,stupid
ჩუნგი,Cungi,stupid
ღართი,RarTi,Georgian/Caucasian national dress
ორო,oro,shadow
წყნარი,wynari,silent
ფურცქინუა,furcqinua,to whisper
ჩუქება,Cuqeba,to grant
ცხვიტუა,cxvitua,to prick
ჩხირი,Cxiri,stick
ჩხარჩხალი,CxarCxali,to bubble
ჩხუბი,Cxubi,to quarrel
ცა,ca,sky
ცალი,cali,one
ცალთოლამი,calTolami,one-eyed
ცალკე,calke,separately
ცხაცხუ,cxacxu,lime-tree
ცანცალი,cancali,to tremble
ეშმაკი,eSmaki,sly
ცადება,cadeba,to give some time
მეჩილითაფა,meCiliTafa,to tempt
სხაპუა,sxapua,to dance
ცელი,celi,scythe
ცხვანტალა,cxvantala,naughty
ჩანჯკითი,CanjkiTi,thumb
დაჩხირი,daCxiri,fire
გიმოცუმა,gimocuma,to fall down
ცუნჯამი,cunjami,dewy
ციმალი,cimali,dewy
ცინდა,cinda,tiny
ციება,cieba,to cool
რგილი,rgili,cold
ჩხარჩხანტელა,CxarCxantela,"fresh, spray"
ცაშორტყაფუ,caSortyafu,rainbow
მოგოთანე,mogoTane,"daybreak, dawn"
რიჟურაჟუ,riJuraJu,"daybreak, dawn"
ცაშფერი,caSferi,"blue, pale blue"
ციჸუ,ciYu,squirrel
ციცი,cici,steep
ციცარი,cicari,helmeted guinea fowl
მარწკინია,marwkinia,firefly
ციცმარია,cicmaria,firefly
მუკოქუნა,mukoquna,to dress
ჩინება,Cineba,to recognize
მეჩინა,meCina,to notify
ცოდაგადიდებული,codagadidebuli,sinner
რჩქინა,rCqina,to know
ოსური,osuri,wife
ჩილი,Cili,wife
ოსურიშიანეფი,osuriSianefi,wife's relatives
ოხორასკილი,oxoraskili,wife's sister
ოხორასკილი,oxoraskili,wife's brother
ჩილ,Cil,husband and wife
ჩილი,Cili,wife and child
ცომი,comi,dough
ცვატა,cvata,little
ჩოჩუა,CoCua,to climb
ცორცხალი,corcxali,live
ოქოსალი,oqosali,broom
ნკორუა,nkorua,to ruminate
ჩილამური,Cilamuri,tear
მეტყურიე,metyurie,false
გლახა,glaxa,bad
ბურჭული,burWuli,axe
ნჩურუა,nCurua,to swim
ტუ,tu,udder
ჯინა,jina,to watch
სქვიჭალი,sqviWali,"prompt, swift"
ცქვირა,cqvira,"prompt, swift"
ცხადი,cxadi,obvious
ღურელი,Rureli,corpse
ჩხე,Cxe,hot
ფურე,fure,hot
ცხენი,cxeni,horse
შხური,Sxuri,sheep
ჩხვინდი,Cxvindi,nose
ჩხვინდიშ,CxvindiS,lit. near one's face - very close
ჭუალა,Wuala,to bake
ცხოვრება,cxovreba,to live
ჩხონაფა,Cxonafa,to bless
ჩხორო,Cxoro,nine
ჩხოროში,CxoroSi,nine hundred
ვითოჩხორო,viToCxoro,nineteen
გორაფა,gorafa,to abuse
დაძალება,daZaleba,to force
ძალამი,Zalami,very
გვალო,gvalo,very
ჯერღვი,jerRvi,vein
რჩუალა,rCuala,to rob
ძაფი,Zafi,thread
ჯოღორი,joRori,dog
ძანძა,ZanZa,sackcloth
ძახინი,Zaxini,to call
ტოკუა,tokua,to beat
ქომოლსკუა,qomolskua,son
გორუა,gorua,to search
მორი,mori,"tree, log"
ჯარგვალი,jargvali,built with logs
ქუაჯა,quaja,zelkova
ძერქვა,Zerqva,zelkova
ძეობა,Zeoba,"birth of a child, celebration of a child's birth"
ძერა,Zera,kite
ძეწკვი,Zewkvi,chain
ძერწი,Zerwi,weeping willow
ძვალი,Zvali,bone
ჯვეშობური,jveSoburi,"old, traditional"
ჯვეში,jveSi,old
ჯვეშო,jveSo,in the old time
ძვალამი,Zvalami,bony
ბიძია,biZia,uncle
ლური,luri,sleep
ლურენჯა,lurenja,sleepyhead
თუდო,Tudo,on the bottom
ჯინჯიშე,jinjiSe,basic
ჯინჯი,jinji,"botom, base"
ძიძე,ZiZe,"babysitter, nurse"
მორდუ,mordu,"babysitter, nurse"
ძალიერი,Zalieri,strong
ძიუთ,ZiuT,"barely, hardly"
ჯიმა,jima,brother
ჯიმათფუჩაფილი,jimaTfuCafili,"blood brother, sworn brother"
ჯიმაკოჩი,jimakoCi,good friend
ჯუმორი,jumori,vinegar
ჯიმასქუა,jimasqua,"nephew, niece"
ჯიმალობა,jimaloba,brotherhood
ჯიმაკოჩი,jimakoCi,"blood brother, foster brother"
ძნელი,Zneli,difficult
დიარუა,diarua,to graze
